"","date","gdp","gdph","jgdp","c","ch","jc","jgf","jgs","jgse","jgsi","ptgh","ptgsh","ptgfh","yptmr","yptmd","yptu","gtfp","ypog","yptx","ytpi","yctlg","g","grcsi","dc","gf","gs","gfh","gsh","gfrpt","gfrpri","gfrcp","gfrs","gftfp","gfeg","gsrpt","gsrpri","gsrcp","gsrs","gstfp","gset","gfeghhx","gfeghdx","gfeigx","gfsub","gssub","gsub","gftfbusx","gftfpe","pcw","gdppothq","gdppotq","recessq","cpiu_g","gfrpt_g","gfrpri_g","gfrcp_g","gfrs_g","yptmr_g","yptmd_g","gfrptCurrentLaw_g","gftfp_g","yptu_g","gdp_g","gdph_g","gdppothq_g","gdppotq_g","dc_g","jgdp_g","c_g","ch_g","gh_g","gfh_g","gsh_g","g_g","gf_g","gs_g","cpiu_g_g","cola_rate_g","gftfp_before_cola_g","health_ui_g","gftfp_noCOLA_g","gfrpt_g_g","gfrpri_g_g","gfrcp_g_g","gfrs_g_g","yptmr_g_g","yptmd_g_g","gfrptCurrentLaw_g_g","jgf_g","jgs_g","jc_g","gsrpt_g","gsrpri_g","gsrcp_g","gsrs_g","yq","unemployment_insurance_override","federal_unemployment_insurance_override","state_unemployment_insurance_override","fshare","historical","forecast_period","gftfpnet_g","gstfp_g","gstfpnet_g","gfeghhx_g","gfeghdx_g","gfsub_g","gssub_g","gfeg_g","gfeigx_g","jgsi_g","jgse_g","gdp_g_cumulative_growth","gdph_g_cumulative_growth","jgdp_g_cumulative_growth","gdppotq_g_cumulative_growth","gdppothq_g_cumulative_growth","g_g_cumulative_growth","gf_g_cumulative_growth","gs_g_cumulative_growth","jgf_g_cumulative_growth","jgs_g_cumulative_growth","jgse_g_cumulative_growth","jgsi_g_cumulative_growth","gfeg_g_cumulative_growth","gfeghhx_g_cumulative_growth","gfeghdx_g_cumulative_growth","gfeigx_g_cumulative_growth","gfrpt_g_cumulative_growth","gsrpt_g_cumulative_growth","gfrs_g_cumulative_growth","gsrs_g_cumulative_growth","gfrcp_g_cumulative_growth","gsrcp_g_cumulative_growth","gfrpri_g_cumulative_growth","gsrpri_g_cumulative_growth","gftfp_g_cumulative_growth","gstfp_g_cumulative_growth","yptmd_g_cumulative_growth","yptmr_g_cumulative_growth","gssub_g_cumulative_growth","gfsub_g_cumulative_growth","c_g_cumulative_growth","jc_g_cumulative_growth","gdp_forecast","gdph_forecast","jgdp_forecast","gdppotq_forecast","gdppothq_forecast","g_forecast","gs_forecast","gf_forecast","jgf_forecast","jgs_forecast","jgse_forecast","jgsi_forecast","gfeg_forecast","gfeghhx_forecast","gfeghdx_forecast","gfeigx_forecast","gfrpt_forecast","gsrpt_forecast","gfrs_forecast","gsrs_forecast","gfrcp_forecast","gsrcp_forecast","gfrpri_forecast","gsrpri_forecast","gftfp_forecast","gstfp_forecast","yptmd_forecast","yptmr_forecast","gssub_forecast","gfsub_forecast","c_forecast","jc_forecast","yfptmd","ysptmd","gfegnet","gstfpnet","gftfpnet"
"185",2016-03-31,18470.2,17613.3,104.902,12551.6,12148.1,103.325,102.914,104.869,104.845,104.98,0.66,0.56,0.09,652.5,550.4,32.6,2686.1,103,1925,1295.9,355.1,3266.4,1231,103.322,1229.4,2036.9,1194.6,1942.4,1526.7,138.2,301.4,1211.1,1973.7,538.9,398.3,1157.7,53.7,19.8,712.4,2754.8,372.707,359.556,67.049,60.1,0.5,60.7,31.925,NA,231.897666666667,17836,18717.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.641437608,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.556,190.844,179.344,352.844,2333.256
"186",2016-06-30,18656.2,17668.2,105.595,12707.5,12225.8,103.944,103.505,105.639,105.589,105.874,-0.11,0.09,-0.2,658.7,558.8,32.6,2706.6,103.1,1945.2,1301.8,364.9,3283.1,1237.3,103.94,1227.1,2056,1185.6,1946.3,1536.7,135.8,312.3,1217.3,1985.9,551.8,408.4,1166,52.6,20,720.7,2783,387.235,364.761,67.197,61.8,0.5,62.4,31.992,NA,233.638333333333,17908.6,18921.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.641437608,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.761,194.039,187.039,355.939,2350.661
"187",2016-09-30,18821.4,17764.4,105.941,12841.2,12304.5,104.366,103.95,106.007,106.02,105.948,0.33,0.21,0.12,665.2,566.4,32.4,2726.2,103.4,1971,1320.3,378,3310.9,1248.4,104.362,1237.8,2073.1,1190.8,1955.7,1553.8,135.8,324.8,1228.3,1997.2,562.7,417.2,1184.5,53.1,20.1,729,2810.8,396.396,377.98,68.094,62.5,0.5,63,31.816,NA,234.569,17980.7,19067.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.641437608,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.98,188.42,184.72,351.02,2375.18
"188",2016-12-31,19032.6,17876.2,106.506,12979.5,12380,104.847,104.475,106.564,106.595,106.426,0.19,0.17,0.01,672.1,575.3,31.5,2749.6,104,1990.4,1329,363,3336.7,1261.8,104.843,1244.5,2092.3,1191.2,1963.4,1574.6,135.9,309,1241.7,2012.3,573.9,415.8,1193.1,54.1,20.1,737.3,2840,409.098,387.911,66.717,60.4,0.5,61,30.943,NA,236.090333333333,18052.4,19235.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.641437608,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387.911,187.389,185.989,349.389,2400.211
"189",2017-03-31,19237.4,17977.3,107.031,13153.2,12477.3,105.421,105.072,107.454,107.517,107.17,0.01,0.11,-0.1,679.5,572.4,30.9,2778.8,105.7,2001.1,1340,302.1,3361.6,1282.2,105.417,1246.5,2115.1,1186.4,1968.4,1581.1,127.1,247.8,1262.2,2044.2,561,420,1212.9,54.3,20,734.6,2860.6,392.206,375.901,67.197,58.9,0.5,59.5,30.386,NA,237.836666666667,18123.9,19403.1,-1,0.000963786244514653,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00866058029014494,0.00533882278120879,0.00413982678964708,0.00745022015529462,0.00228750415262691,0.00330717488789234,0.00824913769420954,0.00594907909863407,0.00338897158964935,0.00800741739716782,0.000609477373152423,0.00718378009321108,0.0121755847484779,0.00424468235627029,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00413505623011456,0.00363299075745438,0.002286456286273,-0.0383333333333334,0.0109654546953581,-0.0257826887661141,-0.00500000000000012,2017 Q2,0,0,0,0.629670798,1,0,NA,0.00424468235627029,0.00424468235627029,NA,NA,0.00413982678964708,0.00413982678964708,0.0121755847484779,0.0121755847484779,0.00363299075745438,0.00363299075745438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.901,196.499,185.099,358.699,2420.101
"190",2017-06-30,19379.2,18054.1,107.368,13241.3,12533.1,105.654,105.466,107.708,107.702,107.736,0.27,0.13,0.14,687.5,567.9,30.2,2789.3,106.6,2005.6,1357.4,308.7,3384.2,1294.5,105.65,1257.9,2126.3,1192.7,1974.2,1601.7,131.2,255.8,1274.6,2058.8,542.3,403.9,1226.2,52.9,19.9,730.5,2866.5,375.242,353.506,68.784,57.6,0.6,58.1,29.666,NA,237.876,18196.9,19545.5,-1,0.000963786244514653,NA,NA,NA,NA,NA,NA,NA,NA,0,0.00866058029014494,0.00533882278120879,0.00413982678964708,0.00745022015529462,0.00228750415262691,0.00330717488789234,0.00824913769420954,0.00594907909863407,0.00338897158964935,0.00800741739716782,0.000609477373152423,0.00718378009321108,0.0121755847484779,0.00424468235627029,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00413505623011456,0.00363299075745438,0.002286456286273,-0.0383333333333334,0.0109654546953581,-0.0257826887661141,-0.00500000000000012,2017 Q3,0,0,0,0.629670798,1,0,NA,0.00424468235627029,0.00424468235627029,NA,NA,0.00413982678964708,0.00413982678964708,0.0121755847484779,0.0121755847484779,0.00363299075745438,0.00363299075745438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353.506,214.394,188.794,376.994,2412.306
"191",2017-09-30,19617.3,18185.6,107.968,13370.9,12604.5,106.084,106.002,108.661,108.647,108.728,0.04,0.07,-0.03,696.3,578.8,30.3,2822.2,107.6,2052.3,1368.7,308.6,3411.1,1309.6,106.08,1262.7,2148.4,1191.3,1977.2,1625,131.2,254.5,1289.7,2076.3,562.9,427.3,1237.5,54.1,20,745.9,2904.5,397.198,376.693,63.911,61.3,0.6,61.9,29.811,NA,239.216666666667,18272.6,19729.4,-1,0.00533874172863791,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0131789673806351,0.00791299040008875,0.00429866367629206,0.00954969063301236,0.00413841433387629,0.00594074156843027,0.0100359508041628,0.00586594634337367,-0.000284090909090984,0.000167238063383035,-0.000558347292015537,0.0066314951811135,0.00522317188983856,0.0074672427558351,4.57579388790467,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00505508842325741,0.00803007361770991,0.00414568608863686,0.0579351324585293,0.00921546240417537,0.0226843100189036,0.00502512562814084,2017 Q4,0,0,0,0.629670798,1,0,NA,0.0074672427558351,0.0074672427558351,NA,NA,0.00429866367629206,0.00429866367629206,0.00522317188983856,0.00522317188983856,0.00803007361770991,0.00803007361770991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,376.693,202.107,186.207,369.207,2452.993
"192",2017-12-31,19938,18359.4,108.637,13596,12733.7,106.775,106.831,109.978,110.132,109.287,0.49,0.17,0.32,705.8,575.8,29.8,2834.7,108.7,2127.9,1389.8,279,3471.1,1328.4,106.772,1288.3,2182.9,1206,1984.9,1650.8,134.3,223.5,1308.2,2094.5,572.9,477,1255.5,55.4,20.2,740.1,2923.8,400.144,382.986,64.776,59.4,0.6,60,29.364,NA,241.274,18350.5,19949.3,-1,0.00776384858661272,0.00442477876106184,0.0300751879699248,-0.136977886977887,0.011820330969267,0.000612291393746078,0.00955482011316322,0.00442477876106184,NA,-0.0384615384615384,0.0156641188678188,0.00874826576229393,0.00444994225474682,0.0113350062099207,0.00660171833297185,0.00632220082938395,0.0180740496511826,0.0113933403780302,0.00599917905970759,0.0114538918150657,0.0027932960893855,0.0162792059495227,0.0196032120925838,0.0143110199515197,0.459540731092708,NA,0.0456310679611651,0.00334789200115515,NA,NA,NA,NA,NA,NA,NA,NA,0.00805703586042283,0.011485641065861,0.00660545112018962,0.116311724783524,0.0145454545454546,0.0240295748613677,0.0100000000000002,2018 Q1,0,0,0,0.629670798,1,0,NA,0.0143110199515197,0.0143110199515197,0.00955482011316322,0.00955482011316322,0.00444994225474682,0.00444994225474682,0.0196032120925838,0.0196032120925838,0.011485641065861,0.011485641065861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,382.986,192.814,189.914,357.114,2477.486
"193",2018-03-31,20242.2,18530.5,109.292,13755.5,12798.1,107.485,107.962,111.19,111.383,110.321,0.26,0.13,0.12,716.1,581.8,29.2,2890.9,109.8,2085.6,1418.3,244.1,3521.5,1348.3,107.481,1308.1,2213.4,1211.7,1990.7,1598.6,150.1,188.7,1327.8,2144.2,581.5,487,1268.2,55.4,20.4,746.7,2953.5,411.384,389.195,65.084,57.6,0.6,58.2,28.799,NA,243.327333333333,18430.7,20154.9,-1,0.00799521176998708,0.00440528634361237,0.0291970802919708,-0.158718861209964,0.0116822429906542,0.000611916722403238,0.00946438957330953,0.00440528634361237,NA,0,0.0122647334943193,0.00632009823986901,0.00462640045337626,0.0105613505696713,0.00625860792819455,0.00575817504484188,0.0104590653820393,0.00417920296629126,0.00470795015850101,0.00686063812200355,0.00339326411749807,0.0145203111495247,0.0178364605049803,0.0125465324693228,0.0301570375723639,NA,0,0.00333672101954363,NA,-0.00440528634358117,-0.029197080291972,0.158718861209965,-0.0116822429906439,-0.000611916722440875,-0.00946438957329088,-0.00440528634358117,0.0109010343312743,0.00912231393129326,0.00625372682206304,0.020964360587002,0.0101154918359219,0,0.00990099009900969,2018 Q2,0,0,0,0.629670798,1,0,NA,0.0125465324693228,0.0125465324693228,0.00946438957330953,0.00946438957330953,0.00462640045337626,0.00462640045337626,0.0178364605049803,0.0178364605049803,0.00912231393129326,0.00912231393129326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.195,192.605,192.305,357.505,2533.395
"194",2018-06-30,20552.7,18654.4,110.165,13939.9,12898.1,108.081,108.763,112.365,112.481,111.843,0.5,0.27,0.23,727.5,592.6,27.9,2916,110.9,2064.4,1433.1,265.5,3580,1358,108.077,1329.3,2250.7,1222.3,2003,1608.9,155.2,204.7,1337.2,2158.8,578,455.5,1277.8,60.8,20.8,757.2,2996.4,405.388,386.857,64.961,57.2,0.6,57.8,27.492,NA,244.661333333333,18513.4,20416.8,-1,0.00532798395185563,0.0043859649122806,0.0283687943262412,-0.188663282571912,0.0115473441108545,0.000611542509315388,0.00937565472449187,0.0043859649122806,NA,0,0.0172095699095383,0.00866674259557554,0.00481663692429546,0.0133278441331695,0.00546549845904609,0.00793846772939721,0.0153987354680807,0.00988038707961425,0.00634157008528313,0.00968721779821058,0.00439127801332528,0.0158175725563696,0.0168411470186618,0.0152051561365287,-0.336260992421218,0,0,0.00332562433890904,NA,-0.00438596491231058,-0.0283687943262385,0.188663282571912,-0.0115473441108614,-0.000611542509217022,-0.00937565472451629,-0.00438596491231058,0.00708529244933076,0.0107665989937638,0.00546435841221204,-0.0646817248459959,0.00756978394574981,0.0974729241877257,0.0196078431372551,2018 Q3,0,0,0,0.629670798,1,0,NA,0.0152051561365287,0.0152051561365287,0.00937565472449187,0.00937565472449187,0.00481663692429546,0.00481663692429546,0.0168411470186618,0.0168411470186618,0.0107665989937638,0.0107665989937638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.857,205.743,191.143,370.343,2545.657
"195",2018-09-30,20742.7,18752.4,110.671,14086.3,12983,108.501,109.413,113.398,113.549,112.72,0.44,0.15,0.29,739.9,595.1,27.4,2935.4,111.9,2100.5,1448.7,276.3,3631.2,1374.2,108.498,1352,2279.1,1235.8,2009.9,1628.3,162.1,214.2,1353.1,2174.7,584.3,472.2,1286.6,62.1,21.2,760.7,3027.6,414.827,392.516,68.573,57.3,0.6,57.9,26.989,NA,245.963333333333,18598.3,20600.9,-1,0.00498846666507036,0.00436681222707413,0.0275862068965518,-0.232533889468196,0.0114155251141552,0.00061116875364231,0.00928856831508473,0.00436681222707413,NA,0,0.0116819923745257,0.00723729843371101,0.00497168675674353,0.0094079639736655,0.00393562247657142,0.0050449600304876,0.0125396347149889,0.00856753323211334,0.00515303905134412,0.00715505325636223,0.00391979496457107,0.0127198009560818,0.0135780364070426,0.0121607725667279,-0.0641996952900988,0,0,0.0033146012204166,NA,-0.00436681222707513,-0.0275862068965512,0.232533889468196,-0.0114155251141532,-0.000611168753413494,-0.0092885683150894,-0.00436681222707513,0.00637735285139396,0.00820880078617003,0.00393835945734478,0.0366630076838639,0.00688683675066515,0.0213815789473686,0.0192307692307692,2018 Q4,0,0,0,0.629670798,1,0,NA,0.0121607725667279,0.0121607725667279,0.00928856831508473,0.00928856831508473,0.00497168675674353,0.00497168675674353,0.0135780364070426,0.0135780364070426,0.00820880078617003,0.00820880078617003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392.516,202.584,191.784,368.184,2567.216
"196",2018-12-31,20909.9,18813.9,111.159,14191.4,13033.4,108.889,110.218,114.148,114.206,113.882,-0.16,-0.28,0.12,753.3,589.8,27,2949.4,112.9,2090.7,1479,298.2,3648,1381.9,108.885,1368.4,2279.6,1241.6,1997.1,1634.2,183.5,234.7,1360.3,2193.5,586.5,456.5,1295.5,63.5,21.6,755.8,3025.3,409.361,389.624,64.617,78.9,0.6,79.5,26.647,NA,246.607666666667,18684,20787,-1,0.00369696777165363,0.00666028819875786,0.0409152711409395,-0.024075353125,0.0124308019187358,0.0253572443181818,0.0131240359897173,0.00666028819875786,NA,-0.0791000000000001,0.00713259886842277,0.00271183545351183,0.00504914862759853,0.00948030472754424,0.00331141099314669,0.0040355708030515,0.00689357119578293,0.00357148343292524,-0.000957381099444099,0.002744813110519,-0.00315362667067121,0.00612819521890362,0.00971588399823342,0.00401961217368263,-0.26033023473323,0,0.0616049791086353,0.0199140694568121,NA,0.525205997515585,0.483178578859054,-0.896465185440023,0.0889382480812588,40.4897590347399,0.412923450043832,0.525205997515585,0.0069519889772256,0.00719593212783254,0.00331026520551747,-0.0332486234646336,0.0069174568630499,0.0225442834138485,0.0188679245283019,2019 Q1,0,0,0,0.629670798,1,0,NA,0.00401961217368263,0.00401961217368263,0.0131240359897173,0.0131240359897173,0.00504914862759853,0.00504914862759853,0.00971588399823342,0.00971588399823342,0.00719593212783254,0.00719593212783254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,389.624,200.176,196.876,366.176,2583.124
"197",2019-03-31,21115.3,18950.3,111.497,14276.6,13093.2,109.042,111.479,113.914,113.808,114.389,0.43,0.34,0.09,767.4,599.4,28,3037.5,114.2,2170.7,1473.8,282.3,3681.5,1413.9,109.039,1388.8,2292.7,1245.8,2012.7,1695.5,172.1,213.8,1391.9,2270.8,594.2,475.2,1301.6,68.5,22,766.7,3054.4,428.612,404.529,67.605,70.7,0.6,71.3,27.557,NA,246.837333333333,18770.2,20923.6,-1,0.00214037877978646,0.00661622225177383,0.039307014005177,-0.0246692746228836,0.0122781743652776,0.0247301557176234,0.0129540268748005,0.00661622225177383,0.0187613475494719,0,0.00961823732641709,0.00765565522932365,0.00316391427502549,0.00511115808081763,0.00117677343433975,0.00258964859907196,0.00382777812959567,0.00283171211437061,0.0071717827444433,0.00539409065292662,0.00828562820126555,0.0105081211589113,0.0166933955387083,0.00677518697756274,-0.422394339741456,-0.0661004267432942,0,0.0195252424230385,0.0193565090407173,-0.00661622225180092,-0.0393070140051768,0.0246692746228876,-0.0122781743652595,-0.0247301557176204,-0.0129540268748141,-0.00661622225180092,0.0112386824140212,-0.00149802911145047,0.000993253407518324,0.0409638554216867,0.00470860671555373,0.078740157480315,0.0185185185185184,2019 Q2,0,0,0,0.629670798,1,0,0.0187613475494719,0.00677518697756274,0.00677518697756274,0.0129540268748005,0.0129540268748005,0.00316391427502549,0.00316391427502549,0.0166933955387083,0.0166933955387083,-0.00149802911145047,-0.00149802911145047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,404.529,194.871,189.671,362.171,2675.329
"198",2019-06-30,21329.9,19020.6,112.181,14497.3,13212.8,109.726,110.761,114.89,114.687,115.793,0.86,0.28,0.58,779.7,615,27.5,3071,114.9,2222.5,1480.7,292.9,3737.6,1419.9,109.722,1410.6,2327,1273.6,2025.5,1703.1,168.3,224.2,1397.8,2288.3,612.5,519.4,1312.4,68.7,22.1,782.7,3105.7,439.939,419.672,66.614,60.5,0.6,61.1,27.095,NA,248.821333333333,18856.7,21155,-1,0.00750098697196999,0.00657273557242455,0.0378204067474726,-0.0252932405193583,0.0121292493271192,0.0241333345951009,0.0127883660374664,0.00657273557242455,0.0169987435089336,0,0.0114461485961286,0.0049980715685809,0.00460836858424529,0.011059282341471,0.00550964187327829,0.00627802690582957,0.017166329041167,0.0111956530034418,0.0118167029864031,0.0200992953235106,0.00672344240250999,0.0160734164155196,0.0146985014698502,0.0169113791295228,2.53278388293911,0,0,0.019151308482205,0.0146711184816761,-0.00657273557242155,-0.0378204067474738,0.0252932405193598,-0.0121292493271222,-0.0241333345951054,-0.0127883660374689,-0.00657273557242155,-0.00529438053571807,0.0101198961878741,0.00590457051510374,0.093013468013468,0.00829748002458519,0.00291970802919717,0.00454545454545441,2019 Q3,0,0,0,0.629670798,1,0,0.0169987435089336,0.0169113791295228,0.0169113791295228,0.0127883660374664,0.0127883660374664,0.00460836858424529,0.00460836858424529,0.0146985014698502,0.0146985014698502,0.0101198961878741,0.0101198961878741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,419.672,195.328,192.828,363.028,2707.972
"199",2019-09-30,21540.3,19141.7,112.602,14645.3,13301.3,110.108,110.921,115.262,115.007,116.391,0.37,0.06,0.31,789.9,622.3,27.6,3094.8,115.5,2197.1,1501.6,271.4,3767.1,1424.1,110.104,1429.3,2337.8,1288.5,2028.3,1713.2,175.1,201.6,1402.3,2303.8,610.3,483.9,1326.5,69.8,21.8,791,3123.2,438.361,418.824,68.895,81.4,0.6,82,27.197,NA,249.831,18943.1,21342,-1,0.0043103448275863,0.00652981681317533,0.0364421498185816,-0.0259495897338757,0.0119838936926118,0.0235646412238326,0.0126268887620629,0.00652981681317533,0.0146747340680622,0,0.00947503081025114,0.00521504160993369,0.00458192578765093,0.00883951784448112,0.00365296803652981,0.00445632798573969,0.0115083521693589,0.00778113207547171,0.0041861311654432,0.00824240521233999,0.00173147323637091,0.00815006813991404,0.0120124364047485,0.00575823986936541,-0.428103879088888,0,0,0.0187914280468586,0.010203589618667,-0.00652981681315223,-0.0364421498185774,0.0259495897338684,-0.0119838936926184,-0.0235646412238344,-0.0126268887620525,-0.00652981681315223,0.00373921109935305,0.0040198064457182,0.00369844202799374,-0.068348093954563,0.0107436757086254,0.0160116448326055,-0.013574660633484,2019 Q4,0,0,0,0.629670798,1,0,0.0146747340680622,0.00575823986936541,0.00575823986936541,0.0126268887620629,0.0126268887620629,0.00458192578765093,0.00458192578765093,0.0120124364047485,0.0120124364047485,0.0040198064457182,0.0040198064457182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,418.824,203.476,191.476,372.176,2722.624
