date,gdp,c,ch,gdph,jc,jgdp,jgf,jgs,jgse,jgsi,ptgh,ptgsh,ptgfh,yptmr,yptmd,yptu,gtfp,ypog,yptx,ytpi,yctlg,g,grcsi,dc,gf,gs,gfh,gsh,gfrpt,gfrpri,gfrcp,gfrs,gftfp,gfeg,gsrpt,gsrpri,gsrcp,gsrs,gstfp,gset,gfeghhx,gfeghdx,gfeigx,gfsub,gssub,gsub,gftfbusx,pcw,gdppothq,gdppotq,recessq,gdp_g,gdph_g,gdppothq_g,gdppotq_g,dc_g,jgdp_g,c_g,ch_g,gh_g,gfh_g,gsh_g,g_g,gf_g,gs_g,cpiu_g.x,jgf_g,jgs_g,jc_g,gsrpt_g,gsrpri_g,gsrcp_g,gsrs_g,cpiu_g.y,pcw_g,gftfp_g,gfrpt_g,gfrpri_g,gfrcp_g,gfrs_g,yptmr_g,yptmd_g,gfrptCurrentLaw_g,gfrptCurrentLaw,fshare,gftfpnet_g,gstfp_g,gstfpnet_g,gfsub_g,gssub_g,gfeghhx_g,gfeghdx_g,gfeg_g,gfeigx_g,jgsi_g,jgse_g,yptxb,yfptmd,ysptmd,gfegnet,gstfpnet,gftfpnet
2013-09-30,16848.7,11330.9,11167.4,16531.7,101.466,101.985,100.759,103.676,104.02,102.085,-0.4,0.03,-0.43,573.7,448.2,59.1,2396,87.5,1674.9,1195.1000000000001,354.3,3134.1,1111.3999999999999,101.464,1218.4,1915.7,1209.1,1847.8,1308.3,126.4,301.2,1093.6,1784.695,454,366.6,1068.7,53.1,17.8,611.305,2528.2,281.455,269.279,68.014,59.5,0.5,60,38.505,229.589,17091.8,17419.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.580347547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.279,178.921,184.721,342.02599999999995,2053.974
2013-12-31,17083.1,11475.1,11263.6,16663.6,101.88,102.551,102.29,104.263,104.568,102.856,-0.58,-0.08,-0.5,580.2,448.6,57.1,2403.7,88.9,1698.1,1204.1,356.90000000000003,3138.5,1122.3,101.877,1215.6,1923,1188.2,1844.4,1333.2,128.8,302.3,1104.2,1792.548,447.3,364.9,1075.3,54.6,18.1,611.152,2531,282.107,269.982,65.742,58.9,0.5,59.4,37.552,230.4336666666667,17163.4,17595.5,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.580347547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269.982,178.618,177.31799999999998,341.17,2062.53
2014-03-31,17104.6,11574.2,11308,16616.5,102.357,102.96,102.024,105.088,105.446,103.435,-0.31,-0.27,-0.03,587.5,459.5,39,2433.2,90.9,1744.8,1220.5,392.79999999999995,3137.4,1145,102.354,1211,1926.4,1187,1833.1,1369.1,136.6,336.4,1126.6,1810.8629999999998,467.8,375.7,1083.9,56.4,18.4,622.337,2542.1,303.39,291.59,65.276,58.2,0.5,58.7,37.237,231.95,17236.1,17742.4,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616274769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,291.59,167.91000000000003,176.21000000000004,330.747,2102.453
2014-06-30,17432.9,11756.9,11431.8,16841.5,102.846,103.539,102.472,105.449,105.783,103.907,0.1,0.26,-0.17,595.6,481.5,35.8,2484.6,92.6,1758.4,1237.5,415.1,3153.3,1149.7,102.843,1209,1944.2,1179.9,1843.8,1389,135.3,360,1131,1841.857,492.5,369.4,1102.2,55.1,18.7,642.7429999999999,2580,320.015,307.775,67.164,58,0.5,58.5,34.943,233.1013333333334,17309.7,17917.6,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616274769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307.775,173.72500000000002,184.72500000000002,334.96799999999996,2149.632
2014-09-30,17721.7,11915.4,11554.8,17047.1,103.123,104.01,102.949,106.04,106.393,104.409,0.49,0.18,0.32,604,507.2,34,2524.6,94.2,1798.6,1248.3000000000002,387.1,3190.9,1161.4,103.12,1228.2,1962.7,1193,1851,1413.3,136.9,330.1,1142.5,1857.299,511.1,385.3,1111.4,57,18.9,667.301,2623.3,343.692,332.4,68.84,57.7,0.5,58.2,33.201,233.4943333333333,17384.6,18072.6,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616274769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,332.4,174.8,178.70000000000005,334.90100000000007,2189.699
2014-12-31,17849.9,12044.5,11695,17143,102.992,104.078,103.085,106.003,106.308,104.593,-0.04,0.37,-0.41,612.8,515.3,33,2552.2,95.7,1836.5,1257,389.8,3190.3,1179.1,102.989,1211.7,1978.6,1175.5,1866.6,1443.5,136.4,332.1,1160.1,1876.791,508.8,393,1120.6,57.7,19,675.4090000000001,2648.4,345.712,335.611,61.403,56.5,0.5,57,32.209,232.431,17460.2,18180.2,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.616274769,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,335.611,179.68899999999996,173.18900000000002,339.7980000000001,2212.402
2015-03-31,18003.4,12099.1,11798.3,17305.8,102.552,104.054,102.922,105.112,105.232,104.562,0.37,0.25,0.12,622.4,523.6,32.9,2597.7,99.4,1904.5,1262.2,403.5,3188.1,1194.2,102.55,1214.9,1973.2,1180.4,1877.2,1509.1,139.9,345.9,1175.2,1913.347,524.8,395.4,1122.3,57.6,19,684.3530000000001,2653.6,362.792,352.188,63.534,55.5,0.5,56,32.153,230.2366666666667,17535.8,18252.9,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.634327247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.188,171.41200000000003,172.61199999999997,332.1650000000001,2265.535
2015-06-30,18223.6,12255.5,11892.3,17422.8,103.057,104.647,103.122,105.8,105.97,105.021,0.6,0.55,0.05,631.5,537.9,32.4,2633.8999999999996,100.7,1943,1273.1,408.5,3230.6,1206.1,103.055,1219.6,2011,1182.7,1900.8,1527.7,143.5,351,1187,1934.899,528.9,415.3,1129.6,57.5,19.1,699.001,2707.5,363.41,353.442,62.907,55.9,0.5,56.4,31.701,231.9576666666667,17611.7,18435.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.634327247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353.442,184.45799999999997,175.45799999999997,345.55899999999997,2288.341
2015-09-30,18347.4,12389.3,11991.2,17486,103.322,104.92,103.277,105.913,106.042,105.319,0.32,0.34,-0.02,639.5,540.4,32.5,2647.8,101.6,1947.4,1275.5,379.6,3249.1,1216.1,103.32,1220.2,2028.9,1181.5,1915.6,1540.9,136.1,323.8,1196.8,1945.761,530.4,406.5,1139.4,55.8,19.3,702.039,2730,365.384,352.909,66.76,57.2,0.5,57.7,31.839,232.6933333333334,17687,18579.8,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.634327247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352.909,187.49099999999999,177.49099999999999,349.13,2298.67
2015-12-31,18378.8,12446,12055.4,17514.1,103.243,104.935,103.192,105.569,105.636,105.261,0.26,0.05,0.2,646.4,541.8,32.4,2661.2,101.9,1964.8999999999999,1289.9,349.70000000000005,3253.2,1223.6,103.24,1228.5,2024.7,1190.5,1918,1552.6,141.7,295.6,1204.1,1957.938,548.2,412.3,1148.2,54.1,19.5,703.262,2730.4,384.032,366.274,64.462,58.1,0.5,58.7,31.762,232.2803333333334,17761.5,18658.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.634327247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,366.274,175.52599999999995,181.92600000000004,336.98799999999994,2324.212
2016-03-31,18470.2,12551.6,12148.1,17613.3,103.325,104.902,102.914,104.869,104.845,104.98,0.66,0.56,0.09,652.5,550.4,32.6,2686.1,103,1925,1295.9,355.09999999999997,3266.4,1230.8999999999999,103.322,1229.4,2036.9,1194.6,1942.4,1526.7,138.2,301.4,1211.1,1974.375,538.9,398.3,1157.7,53.7,19.8,711.7249999999999,2754.8,372.707,359.556,67.049,60.1,0.5,60.7,31.925,231.8976666666667,17836,18717.3,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.641437608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.556,190.844,179.344,352.1689999999999,2333.931
2016-06-30,18656.2,12707.5,12225.8,17668.2,103.944,105.595,103.505,105.639,105.589,105.874,-0.11,0.09,-0.2,658.7,558.8,32.6,2706.6,103.1,1945.1,1301.8,364.90000000000003,3283.1,1237.3,103.94,1227.1,2056,1185.6,1946.3,1536.7,135.8,312.3,1217.3,1986.508,551.8,408.4,1166,52.6,20,720.092,2783,387.235,364.761,67.197,61.8,0.5,62.4,31.992,233.6383333333334,17908.6,18921.7,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.641437608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.761,194.03899999999993,187.03899999999993,355.33099999999996,2351.2690000000002
2016-09-30,18821.4,12841.2,12304.5,17764.4,104.366,105.941,103.95,106.007,106.02,105.948,0.33,0.21,0.12,665.2,566.4,32.4,2726.2,103.4,1971,1320.3,377.90000000000003,3310.9,1248.3999999999999,104.362,1237.8,2073.1,1190.8,1955.7,1553.8,135.8,324.8,1228.3,1997.7839999999999,562.7,417.2,1184.5,53.1,20.1,728.416,2810.8,396.396,377.98,68.094,62.5,0.5,63,31.816,234.569,17980.7,19067.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.641437608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,377.98,188.41999999999996,184.72000000000003,350.43600000000004,2375.764
2016-12-31,19032.6,12979.5,12380,17876.2,104.847,106.506,104.475,106.564,106.595,106.426,0.19,0.17,0.01,672.1,575.3,31.5,2749.6,104,1990.3999999999999,1329,363.1,3336.7,1261.8,104.843,1244.5,2092.3,1191.2,1963.4,1574.6,135.9,309,1241.7,2012.857,573.9,415.8,1193.1,54.1,20.1,736.7429999999999,2840,409.098,387.911,66.717,60.4,0.5,61,30.943,236.0903333333333,18052.4,19235.1,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.641437608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,387.911,187.38899999999995,185.98899999999998,348.83199999999994,2400.768
2017-03-31,19237.4,13153.2,12477.3,17977.3,105.421,107.031,105.072,107.454,107.517,107.17,0.01,0.11,-0.1,679.5,572.4,30.9,2778.8,105.7,2001.1,1340,302.1,3361.6,1282.2,105.417,1246.5,2115.1,1186.4,1968.4,1581.1,127.1,247.8,1262.2,2044.714,561,420,1212.9,54.3,20,734.086,2860.6,392.206,375.901,67.197,58.9,0.5,59.5,30.386,237.8366666666667,18123.9,19403.1,-1,0.008660580290144937,0.005338822781208785,0.004139826789647083,0.007450220155294618,0.002287504152626907,0.003307174887892339,0.00824913769420954,0.005949079098634069,0.0033889715896493477,0.008007417397167815,6.094773731524228e-4,0.0071837800932110785,0.012175584748477908,0.004244682356270291,9.637862445146528e-4,0.004135056230114564,0.0036329907574543796,0.0022864562862729976,-0.03833333333333344,0.010965454695358146,-0.025782688766114115,-0.0050000000000001155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.629670798,NA,0.004244682356270291,0.004244682356270291,0.004139826789647083,0.004139826789647083,NA,NA,0.012175584748477908,0.012175584748477908,0.0036329907574543796,0.0036329907574543796,NA,375.901,196.49899999999997,185.099,358.185,2420.615
2017-06-30,19379.2,13241.3,12533.1,18054.1,105.654,107.368,105.466,107.708,107.702,107.736,0.27,0.13,0.14,687.5,567.9,30.2,2789.2999999999997,106.6,2005.6,1357.4,308.7,3384.2,1294.5,105.65,1257.9,2126.3,1192.7,1974.2,1601.7,131.2,255.8,1274.6,2059.334,542.3,403.9,1226.2,52.9,19.9,729.966,2866.5,375.242,353.506,68.784,57.6,0.6,58.1,29.666,237.876,18196.9,19545.5,-1,0.008660580290144937,0.005338822781208785,0.004139826789647083,0.007450220155294618,0.002287504152626907,0.003307174887892339,0.00824913769420954,0.005949079098634069,0.0033889715896493477,0.008007417397167815,6.094773731524228e-4,0.0071837800932110785,0.012175584748477908,0.004244682356270291,9.637862445146528e-4,0.004135056230114564,0.0036329907574543796,0.0022864562862729976,-0.03833333333333344,0.010965454695358146,-0.025782688766114115,-0.0050000000000001155,0.0038607218634543194,6.616825295620021e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.629670798,NA,0.004244682356270291,0.004244682356270291,0.004139826789647083,0.004139826789647083,NA,NA,0.012175584748477908,0.012175584748477908,0.0036329907574543796,0.0036329907574543796,NA,353.506,214.394,188.79399999999998,376.46000000000004,2412.8399999999997
2017-09-30,19617.3,13370.9,12604.5,18185.6,106.084,107.968,106.002,108.661,108.647,108.728,0.04,0.07,-0.03,696.3,578.8,30.3,2822.2,107.6,2052.3,1368.7,308.6,3411.1,1309.7,106.08,1262.7,2148.4,1191.3,1977.2,1625,131.2,254.5,1289.7,2076.7889999999998,562.9,427.3,1237.5,54.1,20,745.4110000000001,2904.5,397.198,376.693,63.911,61.3,0.6,61.9,29.811,239.2166666666667,18272.6,19729.4,-1,0.013178967380635065,0.007912990400088749,0.004298663676292058,0.009549690633012364,0.004138414333876295,0.0059407415684302745,0.010035950804162752,0.005865946343373674,-2.840909090909838e-4,1.6723806338303504e-4,-5.583472920155375e-4,0.0066314951811135,0.005223171889838563,0.007467242755835102,0.005338741728637908,0.0050550884232574145,0.00803007361770991,0.004145686088636857,0.057935132458529326,0.009215462404175367,0.022684310018903586,0.005025125628140836,0.02152658936914853,0.022735261854711863,NA,NA,NA,NA,NA,NA,NA,NA,1582,0.629670798,NA,0.007467242755835102,0.007467242755835102,0.004298663676292058,0.004298663676292058,NA,NA,0.005223171889838563,0.005223171889838563,0.00803007361770991,0.00803007361770991,2009.3,376.693,202.10699999999997,186.207,368.7180000000001,2453.482
2017-12-31,19938,13596,12733.7,18359.4,106.775,108.637,106.831,109.978,110.132,109.287,0.49,0.17,0.32,705.8,575.8,29.8,2834.6000000000004,108.7,2127.8,1389.8,278.9,3471.1,1328.4,106.772,1288.3,2182.9,1206,1984.9,1650.8,134.3,223.5,1308.2,2094.936,572.9,477,1255.5,55.4,20.2,739.664,2923.8,400.144,382.986,64.776,59.4,0.6,60,29.364,241.274,18350.5,19949.3,-1,0.01566411886781882,0.008748265762293927,0.004449942254746819,0.011335006209920673,0.006601718332971851,0.0063222008293839504,0.018074049651182644,0.011393340378030192,0.005999179059707593,0.011453891815065731,0.0027932960893854997,0.0162792059495227,0.019603212092583755,0.014311019951519732,0.0077638485866127205,0.008057035860422834,0.01148564106586103,0.0066054511201896204,0.11631172478352436,0.014545454545454639,0.024029574861367697,0.010000000000000231,0.03141893398577955,0.034847510640626966,NA,0.004424778761061843,0.03007518796992481,-0.13697788697788693,0.011820330969267046,6.122913937460783e-4,0.00955482011316322,0.004424778761061843,1589,0.629670798,NA,0.014311019951519732,0.014311019951519732,0.004449942254746819,0.004449942254746819,0.00955482011316322,0.00955482011316322,0.019603212092583755,0.019603212092583755,0.01148564106586103,0.01148564106586103,2066,382.986,192.81399999999996,189.914,356.678,2477.922
2018-03-31,20242.2,13755.5,12798.1,18530.5,107.485,109.292,107.962,111.19,111.383,110.321,0.26,0.13,0.12,716.1,581.8,29.2,2890.9,109.8,2085.6,1418.3,244.1,3521.5,1348.2,107.481,1308.1,2213.4,1211.7,1990.7,1598.6,150.1,188.7,1327.8,2144.601,581.5,487,1268.2,55.4,20.4,746.299,2953.5,411.384,389.195,65.084,57.6,0.6,58.2,28.799,243.32733333333331,18430.7,20154.9,-1,0.012264733494319335,0.00632009823986901,0.004626400453376256,0.010561350569671335,0.006258607928194548,0.0057581750448418845,0.010459065382039334,0.004179202966291262,0.004707950158501006,0.006860638122003548,0.0033932641174980738,0.014520311149524678,0.017836460504980334,0.012546532469322802,0.007995211769987076,0.010901034331274317,0.009122313931293258,0.006253726822063044,0.020964360587002018,0.010115491835921864,0,0.009900990099009688,0.03236643595847233,0.034478548618651406,NA,0.004405286343612369,0.029197080291970767,-0.15871886120996437,0.011682242990654235,6.119167224032385e-4,0.009464389573309528,0.004405286343612369,1596,0.629670798,NA,0.012546532469322802,0.012546532469322802,0.004626400453376256,0.004626400453376256,0.009464389573309528,0.009464389573309528,0.017836460504980334,0.017836460504980334,0.009122313931293258,0.009122313931293258,2083,389.195,192.60499999999996,192.305,357.104,2533.7960000000003
2018-06-30,20552.7,13939.9,12898.1,18654.4,108.081,110.165,108.763,112.365,112.481,111.843,0.5,0.27,0.23,727.5,592.6,27.9,2915.9999999999995,110.9,2064.4,1433,265.5,3580,1358,108.077,1329.3,2250.7,1222.3,2003,1608.9,155.2,204.7,1337.2,2159.2079999999996,578,455.5,1277.8,60.8,20.8,756.7919999999999,2996.4,405.388,386.857,64.961,57.2,0.6,57.8,27.492,244.6613333333334,18513.4,20416.8,-1,0.017209569909538258,0.008666742595575538,0.004816636924295459,0.013327844133169453,0.005465498459046092,0.007938467729397214,0.015398735468080682,0.00988038707961425,0.0063415700852831325,0.009687217798210579,0.004391278013325284,0.01581757255636962,0.016841147018661795,0.01520515613652873,0.0053279839518556305,0.00708529244933076,0.010766598993763754,0.005464358412212045,-0.06468172484599588,0.007569783945749808,0.09747292418772568,0.019607843137255054,0.021482866081938612,0.02211030330806052,NA,0.004385964912280604,0.028368794326241176,-0.188663282571912,0.011547344110854452,6.115425093153881e-4,0.009375654724491866,0.004385964912280604,1603,0.629670798,NA,0.01520515613652873,0.01520515613652873,0.004816636924295459,0.004816636924295459,0.009375654724491866,0.009375654724491866,0.016841147018661795,0.016841147018661795,0.010766598993763754,0.010766598993763754,2058.5,386.857,205.743,191.14299999999997,369.9349999999999,2546.0649999999996
2018-09-30,20742.7,14086.3,12983,18752.4,108.501,110.671,109.413,113.398,113.549,112.72,0.44,0.15,0.29,739.9,595.1,27.4,2935.3999999999996,111.9,2100.5,1448.6999999999998,276.3,3631.2,1374.3,108.498,1352,2279.1,1235.8,2009.9,1628.3,162.1,214.2,1353.1,2175.111,584.3,472.2,1286.6,62.1,21.2,760.289,3027.6,414.827,392.516,68.573,57.3,0.6,57.9,26.989,245.9633333333333,18598.3,20600.9,-1,0.011681992374525718,0.007237298433711015,0.004971686756743532,0.0094079639736655,0.003935622476571421,0.0050449600304876,0.012539634714988868,0.008567533232113345,0.0051530390513441215,0.0071550532563622316,0.003919794964571066,0.012719800956081828,0.013578036407042582,0.012160772566727873,0.004988466665070357,0.006377352851393958,0.008208800786170034,0.0039383594573447755,0.03666300768386388,0.0068868367506651484,0.021381578947368585,0.019230769230769162,0.020103672625520153,0.02145709042384336,NA,0.004366812227074135,0.02758620689655178,-0.2325338894681961,0.011415525114155223,6.111687536423105e-4,0.009288568315084733,0.004366812227074135,1610,0.629670798,NA,0.012160772566727873,0.012160772566727873,0.004971686756743532,0.004971686756743532,0.009288568315084733,0.009288568315084733,0.013578036407042582,0.013578036407042582,0.008208800786170034,0.008208800786170034,2082.2,392.516,202.584,191.78399999999993,367.77299999999997,2567.627
2018-12-31,20909.9,14191.4,13033.4,18813.9,108.889,111.159,110.218,114.148,114.206,113.882,-0.16,-0.28,0.12,753.3,589.8,27,2949.3,112.9,2090.7,1479,298.2,3648,1381.8999999999999,108.885,1368.4,2279.6,1241.6,1997.1,1634.2,183.5,234.7,1360.3,2193.853,586.5,456.5,1295.5,63.5,21.6,755.447,3025.3,409.361,389.624,64.617,78.9,0.6,79.5,26.647,246.6076666666667,18684,20787,-1,0.007132598868422768,0.002711835453511835,0.005049148627598532,0.009480304727544242,0.0033114109931466906,0.0040355708030515025,0.006893571195782933,0.0035714834329252376,-9.57381099444099e-4,0.0027448131105189955,-0.0031536266706712057,0.00612819521890362,0.009715883998233421,0.00401961217368263,0.0036969677716536253,0.006951988977225598,0.007195932127832538,0.003310265205517471,-0.03324862346463364,0.006917456863049898,0.02254428341384851,0.018867924528301883,0.014870078811918486,0.010519773385291975,NA,0.006660288198757858,0.04091527114093951,-0.024075353124999976,0.012430801918735801,0.02535724431818176,0.013124035989717342,0.006660288198757858,1620.723064,0.629670798,NA,0.00401961217368263,0.00401961217368263,0.005049148627598532,0.005049148627598532,0.013124035989717342,0.013124035989717342,0.009715883998233421,0.009715883998233421,0.007195932127832538,0.007195932127832538,2077.223064,389.624,200.17599999999993,196.87599999999998,365.823,2583.477
2019-03-31,21115.3,14276.6,13093.2,18950.3,109.042,111.497,111.479,113.914,113.808,114.389,0.43,0.34,0.09,767.4,599.4,28,3037.5000000000005,114.2,2170.7,1473.6999999999998,282.3,3681.5,1413.9,109.039,1388.8,2292.7,1245.8,2012.7,1695.5,172.1,213.8,1391.9,2271.2430000000004,594.2,475.2,1301.6,68.5,22,766.2570000000001,3054.4,428.612,404.529,67.605,70.7,0.6,71.3,27.557,246.8373333333333,18770.2,20923.6,-1,0.00961823732641709,0.007655655229323655,0.0031639142750254923,0.005111158080817635,0.0011767734343397507,0.0025896485990719587,0.0038277781295956714,0.0028317121143706103,0.0071717827444433,0.00539409065292662,0.008285628201265549,0.01050812115891131,0.0166933955387083,0.006775186977562742,0.002140378779786456,0.01123868241402115,-0.0014980291114504718,9.932534075183241e-4,0.04096385542168668,0.0047086067155537314,0.07874015748031504,0.01851851851851838,0.008589041690254762,0.00373042254833722,0.018761347549471896,0.006616222251773829,0.039307014005177,-0.024669274622883597,0.012278174365277561,0.02473015571762338,0.012954026874800517,0.006616222251773829,1631.446128,0.629670798,0.018761347549471896,0.006775186977562742,0.006775186977562742,0.0031639142750254923,0.0031639142750254923,0.012954026874800517,0.012954026874800517,0.0166933955387083,0.0166933955387083,-0.0014980291114504718,-0.0014980291114504718,2106.646128,404.529,194.87099999999998,189.67100000000005,361.72800000000007,2675.7720000000004
2019-06-30,21329.9,14497.3,13212.8,19020.6,109.726,112.181,110.761,114.89,114.687,115.793,0.86,0.28,0.58,779.7,615,27.5,3071.0000000000005,114.9,2222.5,1480.7,292.9,3737.6,1419.8999999999999,109.722,1410.6,2327,1273.6,2025.5,1703.1,168.3,224.2,1397.8,2288.7050000000004,612.5,519.4,1312.4,68.7,22.1,782.2950000000001,3105.7,439.939,419.672,66.614,60.5,0.6,61.1,27.095,248.8213333333333,18856.7,21155,-1,0.01144614859612858,0.004998071568580897,0.004608368584245293,0.011059282341471022,0.005509641873278293,0.00627802690582957,0.017166329041166994,0.01119565300344183,0.011816702986403138,0.020099295323510624,0.006723442402509994,0.016073416415519626,0.01469850146985019,0.016911379129522786,0.007500986971969992,-0.0052943805357180684,0.010119896187874122,0.005904570515103735,0.09301346801346799,0.008297480024585191,0.0029197080291971655,0.004545454545454408,0.03034322805322409,0.03254043538999474,0.0169987435089336,0.006572735572424548,0.03782040674747256,-0.02529324051935833,0.01212924932711923,0.02413333459510092,0.012788366037466359,0.006572735572424548,1642.169192,0.629670798,0.0169987435089336,0.016911379129522786,0.016911379129522786,0.004608368584245293,0.004608368584245293,0.012788366037466359,0.012788366037466359,0.01469850146985019,0.01469850146985019,0.010119896187874122,0.010119896187874122,2161.569192,419.672,195.32799999999997,192.82799999999997,362.62300000000005,2708.3770000000004
2019-09-30,21540.3,14645.3,13301.3,19141.7,110.108,112.602,110.921,115.262,115.007,116.391,0.37,0.06,0.31,789.9,622.3,27.6,3094.8,115.5,2197.1,1501.6,271.4,3767.1,1424.1,110.104,1429.3,2337.8,1288.5,2028.3,1713.2,175.1,201.6,1402.3,2304.203,610.3,483.9,1326.5,69.8,21.8,790.597,3123.2,438.361,418.824,68.895,81.4,0.6,82,27.197,249.831,18943.1,21342,-1,0.00947503081025114,0.0052150416099336905,0.004581925787650931,0.008839517844481115,0.0036529680365298134,0.004456327985739694,0.01150835216935886,0.007781132075471708,0.0041861311654431965,0.008242405212339987,0.0017314732363709062,0.008150068139914035,0.012012436404748472,0.005758239869365411,0.004310344827586299,0.003739211099353046,0.004019806445718199,0.0036984420279937424,-0.06834809395456298,0.010743675708625444,0.01601164483260553,-0.013574660633484004,0.01735317441956008,0.016330253192199162,0.01467473406806219,0.0065298168131753265,0.036442149818581626,-0.025949589733875733,0.011983893692611769,0.023564641223832616,0.01262688876206286,0.0065298168131753265,1652.892256,0.629670798,0.01467473406806219,0.005758239869365411,0.005758239869365411,0.004581925787650931,0.004581925787650931,0.01262688876206286,0.01262688876206286,0.012012436404748472,0.012012436404748472,0.004019806445718199,0.004019806445718199,2136.792256,418.824,203.47599999999994,191.47599999999994,371.77299999999997,2723.027
